Transaction_ID,Customer ID,Item_ID,Purchase Amount (USD),Season,Review Rating,Shipping Type,Discount Applied,Promo Code Used
533,533,14,76,Winter,4.1,Express,1,1
534,534,4,60,Spring,4.5,Next Day Air,1,1
535,535,25,72,Fall,4.5,Next Day Air,1,1
536,536,18,45,Spring,3.2,Free Shipping,1,1
537,537,15,84,Fall,4.4,Store Pickup,1,1
538,538,1,49,Summer,3.0,Store Pickup,1,1
539,539,21,22,Spring,3.2,Free Shipping,1,1
540,540,8,48,Winter,4.0,Store Pickup,1,1
541,541,11,37,Spring,3.1,Next Day Air,1,1
542,542,15,27,Fall,2.8,Next Day Air,1,1
543,543,24,79,Spring,4.6,Next Day Air,1,1
544,544,12,98,Spring,4.3,Express,1,1
545,545,4,64,Summer,3.3,Standard,1,1
546,546,8,32,Summer,3.5,2-Day Shipping,1,1
547,547,16,74,Winter,3.4,Free Shipping,1,1
548,548,15,50,Winter,2.8,Free Shipping,1,1
549,549,22,64,Winter,4.6,Store Pickup,1,1
550,550,22,29,Fall,3.6,Express,1,1
551,551,23,62,Summer,3.3,Store Pickup,1,1
552,552,8,78,Fall,3.1,2-Day Shipping,1,1
553,553,18,94,Fall,3.5,Express,1,1
554,554,13,59,Winter,3.2,Express,1,1
555,555,5,47,Summer,3.0,Express,1,1
556,556,25,57,Fall,4.8,Express,1,1
557,557,8,90,Winter,5.0,Store Pickup,1,1
558,558,6,60,Spring,2.9,Free Shipping,1,1
559,559,5,77,Fall,3.2,Express,1,1
560,560,19,41,Fall,2.9,Store Pickup,1,1
561,561,17,48,Fall,,Free Shipping,1,1
562,562,15,65,Fall,2.6,Next Day Air,1,1
563,563,3,62,Summer,3.5,Standard,1,1
564,564,10,99,Fall,4.4,Standard,1,1
565,565,16,58,Winter,3.4,Next Day Air,1,1
566,566,22,43,Fall,4.2,Store Pickup,1,1
567,567,5,93,Spring,3.6,Store Pickup,1,1
568,568,1,50,Winter,3.0,Next Day Air,1,1
569,569,14,88,Summer,4.0,Free Shipping,1,1
570,570,12,33,Fall,4.4,Express,1,1
571,571,18,99,Fall,4.1,Standard,1,1
572,572,15,76,Spring,3.6,Free Shipping,1,1
573,573,19,97,Summer,4.6,Next Day Air,1,1
574,574,14,68,Summer,3.2,2-Day Shipping,1,1
575,575,5,79,Fall,4.8,Free Shipping,1,1
576,576,3,86,Fall,4.8,Express,1,1
577,577,20,68,Winter,5.0,2-Day Shipping,1,1
578,578,12,52,Fall,3.7,Store Pickup,1,1
579,579,4,90,Fall,4.6,Next Day Air,1,1
580,580,4,41,Winter,3.7,Free Shipping,1,1
581,581,2,80,Spring,4.1,Free Shipping,1,1
582,582,2,100,Winter,2.7,Store Pickup,1,1
583,583,15,77,Spring,4.9,Store Pickup,1,1
584,584,7,78,Spring,4.0,Store Pickup,1,1
585,585,21,94,Spring,4.7,Free Shipping,1,1
586,586,21,23,Fall,2.8,Next Day Air,1,1
587,587,16,20,Winter,4.9,2-Day Shipping,1,1
588,588,21,86,Fall,4.2,Express,1,1
589,589,24,60,Fall,3.0,Standard,1,1
590,590,6,70,Fall,3.4,2-Day Shipping,1,1
591,591,23,39,Fall,4.6,Standard,1,1
592,592,22,37,Fall,4.2,Store Pickup,1,1
593,593,24,29,Fall,3.2,Free Shipping,1,1
594,594,8,35,Winter,4.4,Store Pickup,1,1
595,595,16,83,Winter,2.5,Next Day Air,1,1
596,596,10,77,Summer,3.6,Next Day Air,1,1
597,597,10,37,Summer,4.5,Store Pickup,1,1
598,598,17,69,Summer,3.4,Standard,1,1
599,599,11,66,Winter,3.2,2-Day Shipping,1,1
600,600,24,26,Spring,4.2,Standard,1,1
601,601,20,63,Spring,5.0,2-Day Shipping,1,1
602,602,22,38,Summer,4.7,Store Pickup,1,1
603,603,10,58,Summer,4.2,Next Day Air,1,1
604,604,9,46,Winter,3.4,2-Day Shipping,1,1
605,605,13,92,Fall,4.4,Store Pickup,1,1
606,606,20,32,Winter,4.2,Standard,1,1
607,607,19,90,Spring,4.5,Standard,1,1
608,608,16,23,Fall,2.8,Next Day Air,1,1
609,609,22,25,Fall,3.3,Next Day Air,1,1
610,610,2,54,Fall,4.6,Next Day Air,1,1
611,611,7,72,Summer,2.5,Free Shipping,1,1
612,612,19,33,Winter,4.7,Store Pickup,1,1
613,613,20,43,Fall,4.6,Express,1,1
614,614,8,51,Fall,2.6,Standard,1,1
615,615,17,85,Winter,4.0,Standard,1,1
616,616,4,100,Summer,2.6,Next Day Air,1,1
617,617,25,72,Spring,4.6,Free Shipping,1,1
618,618,22,57,Fall,2.6,Standard,1,1
619,619,15,94,Spring,4.0,Express,1,1
620,620,22,34,Summer,4.6,Store Pickup,1,1
621,621,22,89,Fall,3.7,2-Day Shipping,1,1
622,622,13,27,Fall,4.4,Store Pickup,1,1
623,623,21,63,Spring,4.0,Next Day Air,1,1
624,624,10,70,Fall,4.7,Standard,1,1
625,625,14,87,Fall,3.4,Express,1,1
626,626,17,79,Fall,4.0,Next Day Air,1,1
627,627,13,79,Spring,3.9,Standard,1,1
628,628,4,44,Winter,4.1,Express,1,1
629,629,2,85,Fall,,2-Day Shipping,1,1
630,630,10,90,Spring,4.7,Standard,1,1
631,631,17,94,Fall,4.3,2-Day Shipping,1,1
632,632,24,68,Summer,4.1,Store Pickup,1,1
633,633,22,51,Winter,3.9,Next Day Air,1,1
634,634,4,33,Spring,2.9,Express,1,1
635,635,5,60,Summer,3.9,Standard,1,1
636,636,16,59,Fall,4.3,2-Day Shipping,1,1
637,637,9,30,Summer,2.8,Store Pickup,1,1
638,638,2,20,Winter,3.4,2-Day Shipping,1,1
639,639,4,20,Summer,2.7,Express,1,1
640,640,11,24,Spring,4.0,2-Day Shipping,1,1
641,641,12,88,Summer,4.4,Store Pickup,1,1
642,642,1,78,Winter,3.9,2-Day Shipping,1,1
643,643,12,25,Spring,2.8,2-Day Shipping,1,1
644,644,2,57,Winter,3.2,Next Day Air,1,1
645,645,22,93,Summer,4.3,Next Day Air,1,1
646,646,16,42,Summer,4.2,Express,1,1
647,647,24,54,Spring,4.9,Standard,1,1
648,648,1,70,Summer,3.7,Express,1,1
649,649,16,31,Winter,4.1,Store Pickup,1,1
650,650,14,93,Spring,4.2,Store Pickup,1,1
651,651,25,40,Spring,3.9,Next Day Air,1,1
652,652,20,32,Summer,2.9,Next Day Air,1,1
653,653,13,27,Winter,3.1,Free Shipping,1,1
654,654,19,68,Winter,3.6,2-Day Shipping,1,1
655,655,9,59,Summer,4.4,2-Day Shipping,1,1
656,656,9,36,Fall,3.1,Free Shipping,1,1
657,657,3,23,Summer,3.9,Standard,1,1
658,658,15,80,Winter,4.3,Free Shipping,1,1
659,659,22,37,Fall,4.9,Store Pickup,1,1
660,660,7,52,Spring,3.6,2-Day Shipping,1,1
661,661,8,79,Fall,5.0,2-Day Shipping,1,1
662,662,6,68,Fall,4.1,Store Pickup,1,1
663,663,25,98,Fall,2.8,Express,1,1
664,664,11,83,Fall,4.7,Express,1,1
665,665,14,83,Winter,4.4,Express,1,1
666,666,14,55,Spring,4.9,2-Day Shipping,1,1
667,667,16,26,Winter,3.1,Free Shipping,1,1
668,668,13,76,Winter,2.6,Standard,1,1
669,669,18,85,Fall,2.9,Express,1,1
670,670,15,89,Spring,3.3,Free Shipping,1,1
671,671,2,41,Spring,4.8,Next Day Air,1,1
672,672,15,30,Winter,4.7,Express,1,1
673,673,21,53,Winter,3.3,2-Day Shipping,1,1
674,674,6,66,Spring,4.2,Free Shipping,1,1
675,675,17,33,Winter,4.7,Store Pickup,1,1
676,676,13,86,Spring,2.6,2-Day Shipping,1,1
677,677,14,60,Winter,2.9,2-Day Shipping,1,1
678,678,21,62,Summer,2.7,Express,1,1
679,679,1,74,Fall,3.3,Store Pickup,1,1
680,680,4,95,Fall,3.4,Express,1,1
681,681,5,25,Spring,4.2,Express,1,1
682,682,6,59,Winter,3.8,2-Day Shipping,1,1
683,683,15,29,Summer,4.0,Standard,1,1
684,684,4,36,Winter,2.7,Free Shipping,1,1
685,685,20,82,Summer,4.7,Express,1,1
686,686,1,71,Winter,3.5,Standard,1,1
687,687,2,35,Fall,3.0,2-Day Shipping,1,1
688,688,25,38,Winter,3.3,Free Shipping,1,1
689,689,19,59,Summer,4.7,Store Pickup,1,1
690,690,16,91,Summer,4.7,Express,1,1
691,691,7,68,Spring,4.8,Standard,1,1
692,692,22,21,Summer,2.9,Standard,1,1
693,693,13,95,Spring,4.0,2-Day Shipping,1,1
694,694,7,52,Spring,3.1,Free Shipping,1,1
695,695,11,21,Fall,3.5,2-Day Shipping,1,1
696,696,7,67,Summer,3.7,Next Day Air,1,1
697,697,23,42,Fall,2.8,Standard,1,1
698,698,19,63,Summer,4.6,Free Shipping,1,1
699,699,24,41,Winter,3.8,Standard,1,1
700,700,9,46,Fall,2.6,2-Day Shipping,1,1
701,701,14,79,Winter,4.1,Standard,1,1
702,702,24,90,Fall,3.3,Next Day Air,1,1
703,703,6,71,Winter,3.4,Store Pickup,1,1
704,704,11,87,Summer,3.0,Standard,1,1
705,705,16,66,Spring,3.2,Express,1,1
706,706,14,90,Summer,4.5,Free Shipping,1,1
707,707,3,47,Summer,4.8,Express,1,1
708,708,6,38,Spring,3.7,Next Day Air,1,1
709,709,22,50,Summer,3.4,Store Pickup,1,1
710,710,15,79,Summer,4.6,Standard,1,1
711,711,19,91,Spring,4.1,Standard,1,1
712,712,24,60,Spring,3.5,2-Day Shipping,1,1
713,713,1,81,Summer,3.8,Next Day Air,1,1
714,714,16,90,Summer,2.6,Express,1,1
715,715,15,70,Fall,4.4,Store Pickup,1,1
716,716,3,63,Spring,2.6,Express,1,1
717,717,17,29,Spring,3.6,Express,1,1
718,718,21,90,Spring,4.2,Express,1,1
719,719,6,22,Summer,4.6,Standard,1,1
720,720,7,22,Summer,3.3,Next Day Air,1,1
721,721,17,62,Fall,3.4,Free Shipping,1,1
722,722,1,57,Summer,4.4,Next Day Air,1,1
723,723,2,32,Summer,4.3,Store Pickup,1,1
724,724,17,53,Fall,3.5,Express,1,1
725,725,18,79,Fall,4.7,Store Pickup,1,1
726,726,20,61,Winter,3.1,Standard,1,1
727,727,7,78,Summer,3.6,Next Day Air,1,1
728,728,2,97,Winter,4.8,Next Day Air,1,1
729,729,3,78,Winter,3.7,Next Day Air,1,1
730,730,13,56,Summer,3.2,Express,1,1
731,731,24,25,Summer,3.9,Standard,1,1
732,732,8,28,Spring,3.5,Free Shipping,1,1
733,733,6,57,Spring,2.8,Express,1,1
734,734,11,36,Fall,2.7,2-Day Shipping,1,1
735,735,6,69,Winter,3.1,Express,1,1
736,736,13,48,Fall,3.6,2-Day Shipping,1,1
737,737,11,58,Spring,2.9,2-Day Shipping,1,1
738,738,13,24,Spring,3.6,Store Pickup,1,1
739,739,13,31,Winter,3.5,2-Day Shipping,1,1
740,740,7,29,Summer,3.5,Free Shipping,1,1
741,741,3,69,Summer,2.8,Next Day Air,1,1
742,742,18,79,Summer,4.7,Free Shipping,1,1
743,743,14,39,Summer,3.1,Express,1,1
744,744,13,84,Fall,4.9,Free Shipping,1,1
745,745,24,66,Spring,4.1,Next Day Air,1,1
746,746,18,92,Fall,4.7,Standard,1,1
747,747,4,45,Winter,2.5,Free Shipping,1,1
748,748,7,74,Spring,4.4,Next Day Air,1,1
749,749,20,39,Fall,3.9,Free Shipping,1,1
750,750,19,71,Winter,3.7,Standard,1,1
751,751,18,95,Fall,3.4,Free Shipping,1,1
752,752,25,72,Fall,4.8,Free Shipping,1,1
753,753,19,85,Fall,4.2,2-Day Shipping,1,1
754,754,24,54,Fall,3.4,Store Pickup,1,1
755,755,25,41,Spring,2.9,Store Pickup,1,1
756,756,8,24,Spring,3.3,Free Shipping,1,1
757,757,23,99,Summer,4.8,Standard,1,1
758,758,16,32,Fall,3.8,Store Pickup,1,1
759,759,10,71,Summer,4.6,2-Day Shipping,1,1
760,760,11,49,Winter,2.6,Next Day Air,1,1
761,761,25,50,Fall,3.4,Free Shipping,1,1
762,762,17,91,Fall,4.2,Express,1,1
763,763,23,46,Fall,3.9,Standard,1,1
764,764,2,50,Spring,2.9,2-Day Shipping,1,1
765,765,12,39,Fall,4.2,Free Shipping,1,1
766,766,5,99,Summer,3.0,Store Pickup,1,1
767,767,25,48,Winter,3.6,Next Day Air,1,1
768,768,8,77,Fall,2.5,Next Day Air,1,1
769,769,22,95,Spring,2.6,Express,1,1
770,770,21,100,Spring,4.3,Store Pickup,1,1
771,771,5,54,Spring,3.3,Express,1,1
772,772,2,68,Fall,2.6,Next Day Air,1,1
773,773,3,22,Fall,3.6,Free Shipping,1,1
774,774,20,84,Winter,2.6,Express,1,1
775,775,20,46,Summer,3.5,Standard,1,1
776,776,9,53,Winter,3.0,Store Pickup,1,1
777,777,6,60,Spring,5.0,Standard,1,1
778,778,21,32,Spring,2.5,Express,1,1
779,779,21,50,Summer,2.9,Store Pickup,1,1
780,780,11,94,Spring,4.6,Express,1,1
781,781,10,26,Spring,3.6,Free Shipping,1,1
782,782,19,44,Winter,3.0,Store Pickup,1,1
783,783,16,57,Summer,4.5,Standard,1,1
784,784,18,65,Winter,4.5,Next Day Air,1,1
785,785,3,72,Winter,3.2,Store Pickup,1,1
786,786,7,62,Spring,4.0,Next Day Air,1,1
787,787,20,21,Winter,4.8,Express,1,1
788,788,9,85,Spring,3.7,Free Shipping,1,1
789,789,14,51,Summer,3.8,Store Pickup,1,1
790,790,9,84,Fall,2.7,Standard,1,1
791,791,2,37,Summer,4.9,Store Pickup,1,1
792,792,19,44,Summer,3.1,2-Day Shipping,1,1
793,793,5,45,Spring,4.2,Next Day Air,1,1
794,794,14,35,Summer,3.8,Free Shipping,1,1
795,795,22,50,Winter,4.2,Store Pickup,1,1
796,796,4,26,Summer,4.6,Store Pickup,1,1
797,797,21,78,Fall,4.0,2-Day Shipping,1,1
798,798,8,82,Fall,4.0,2-Day Shipping,1,1
799,799,21,39,Spring,3.8,2-Day Shipping,1,1
800,800,23,55,Summer,,Free Shipping,1,1
801,801,21,20,Summer,2.6,Free Shipping,1,1
802,802,23,29,Fall,4.9,Express,1,1
803,803,14,41,Winter,3.5,Next Day Air,1,1
804,804,7,38,Winter,2.8,Express,1,1
805,805,24,47,Summer,2.6,Store Pickup,1,1
806,806,11,30,Summer,3.7,Next Day Air,1,1
807,807,3,56,Summer,2.7,Standard,1,1
808,808,18,89,Winter,3.3,Express,1,1
809,809,10,96,Fall,4.6,Next Day Air,1,1
810,810,24,81,Fall,4.9,Next Day Air,1,1
811,811,19,83,Fall,4.9,Store Pickup,1,1
812,812,5,35,Winter,2.7,Free Shipping,1,1
813,813,24,56,Summer,3.2,Standard,1,1
814,814,9,45,Summer,2.9,Store Pickup,1,1
815,815,6,62,Winter,3.8,Express,1,1
816,816,20,84,Spring,3.0,Next Day Air,1,1
817,817,2,24,Summer,3.9,Store Pickup,1,1
818,818,9,21,Spring,4.7,Store Pickup,1,1
819,819,6,91,Winter,4.9,Store Pickup,1,1
820,820,13,36,Winter,4.8,Next Day Air,1,1
821,821,5,39,Spring,2.5,2-Day Shipping,1,1
822,822,16,39,Spring,3.9,Standard,1,1
823,823,6,59,Winter,3.4,Standard,1,1
824,824,13,27,Winter,2.5,Free Shipping,1,1
825,825,1,94,Spring,3.0,Store Pickup,1,1
826,826,23,94,Fall,3.6,Next Day Air,1,1
827,827,11,94,Winter,3.6,Standard,1,1
828,828,10,51,Fall,4.1,Free Shipping,1,1
829,829,21,62,Fall,3.7,2-Day Shipping,1,1
830,830,21,57,Spring,,2-Day Shipping,1,1
831,831,7,76,Fall,4.2,Express,1,1
832,832,25,63,Summer,4.3,Express,1,1
833,833,15,80,Fall,2.5,Express,1,1
834,834,9,68,Fall,3.5,Standard,1,1
835,835,22,89,Summer,3.1,Free Shipping,1,1
836,836,24,26,Summer,2.5,Next Day Air,1,1
837,837,25,90,Winter,3.9,Store Pickup,1,1
838,838,16,28,Spring,4.9,Express,1,1
839,839,8,29,Spring,4.3,Express,1,1
840,840,6,31,Spring,2.6,Free Shipping,1,1
841,841,6,24,Summer,4.2,2-Day Shipping,1,1
842,842,2,88,Summer,2.6,Store Pickup,1,1
843,843,6,87,Spring,3.6,Express,1,1
844,844,16,80,Summer,3.2,Express,1,1
845,845,4,48,Winter,4.4,Express,1,1
846,846,23,21,Winter,3.7,Standard,1,1
847,847,24,72,Spring,3.7,Express,1,1
848,848,16,44,Fall,4.1,Standard,1,1
849,849,4,73,Fall,3.6,Store Pickup,1,1
850,850,3,61,Spring,4.3,Express,1,1
851,851,10,20,Winter,2.6,Store Pickup,1,1
852,852,4,86,Summer,2.9,Express,1,1
853,853,11,60,Spring,4.2,Next Day Air,1,1
854,854,20,43,Winter,4.0,Free Shipping,1,1
855,855,14,44,Spring,4.3,Free Shipping,1,1
856,856,21,76,Spring,3.0,2-Day Shipping,1,1
857,857,6,33,Summer,3.5,Express,1,1
858,858,7,60,Fall,3.0,Standard,1,1
859,859,15,26,Fall,3.1,Free Shipping,1,1
860,860,16,73,Winter,4.0,Next Day Air,1,1
861,861,10,87,Spring,4.1,Standard,1,1
862,862,12,100,Spring,,2-Day Shipping,1,1
863,863,8,84,Winter,4.9,Standard,1,1
864,864,5,41,Summer,3.9,Standard,1,1
865,865,3,59,Winter,3.9,Next Day Air,1,1
866,866,1,26,Winter,4.8,Store Pickup,1,1
867,867,13,69,Summer,2.7,Free Shipping,1,1
868,868,15,20,Spring,3.1,Free Shipping,1,1
869,869,11,83,Summer,3.2,Next Day Air,1,1
870,870,20,54,Spring,2.7,2-Day Shipping,1,1
871,871,16,66,Fall,2.5,Standard,1,1
872,872,9,42,Spring,2.6,Next Day Air,1,1
873,873,3,33,Spring,2.9,Standard,1,1
874,874,24,77,Summer,4.2,Free Shipping,1,1
875,875,15,65,Fall,4.4,Free Shipping,1,1
876,876,4,39,Summer,4.1,Free Shipping,1,1
877,877,23,51,Summer,3.8,2-Day Shipping,1,1
878,878,9,65,Winter,4.9,Next Day Air,1,1
879,879,13,89,Summer,4.9,Express,1,1
880,880,12,76,Spring,4.1,Free Shipping,1,1
881,881,22,75,Spring,3.1,Express,1,1
882,882,4,61,Summer,2.7,Next Day Air,1,1
883,883,24,35,Fall,3.8,Next Day Air,1,1
884,884,5,37,Fall,4.3,Free Shipping,1,1
885,885,12,91,Winter,4.1,Express,1,1
886,886,11,99,Fall,4.4,Free Shipping,1,1
887,887,7,54,Summer,3.6,Express,1,1
888,888,9,47,Winter,3.3,2-Day Shipping,1,1
889,889,19,77,Spring,,Express,1,1
890,890,23,84,Fall,2.8,Free Shipping,1,1
891,891,25,51,Spring,4.3,2-Day Shipping,1,1
892,892,12,26,Summer,3.9,Store Pickup,1,1
893,893,7,64,Summer,2.7,Free Shipping,1,1
894,894,22,51,Spring,4.7,Express,1,1
895,895,16,60,Spring,3.8,Free Shipping,1,1
896,896,20,69,Spring,4.7,Next Day Air,1,1
897,897,17,29,Spring,4.7,Express,1,1
898,898,6,91,Spring,3.4,Express,1,1
899,899,23,70,Spring,3.5,2-Day Shipping,1,1
900,900,2,58,Summer,4.0,Standard,1,1
901,901,20,98,Fall,3.3,Free Shipping,1,1
902,902,19,68,Summer,4.7,2-Day Shipping,1,1
903,903,20,44,Summer,2.8,Next Day Air,1,1
904,904,15,45,Winter,3.3,Express,1,1
905,905,18,99,Spring,2.9,Free Shipping,1,1
906,906,11,68,Spring,2.8,Standard,1,1
907,907,14,56,Spring,4.2,Standard,1,1
908,908,2,43,Winter,4.4,Express,1,1
909,909,13,99,Winter,3.6,Free Shipping,1,1
910,910,23,56,Fall,2.7,Express,1,1
911,911,16,25,Spring,3.4,Express,1,1
912,912,14,74,Winter,2.8,2-Day Shipping,1,1
913,913,16,56,Winter,3.4,Next Day Air,1,1
914,914,5,47,Fall,2.6,Next Day Air,1,1
915,915,11,67,Summer,4.1,Standard,1,1
916,916,11,22,Winter,2.9,Store Pickup,1,1
917,917,3,34,Spring,2.7,Standard,1,1
918,918,2,64,Spring,3.7,Standard,1,1
919,919,7,42,Spring,4.3,2-Day Shipping,1,1
920,920,6,82,Winter,2.6,2-Day Shipping,1,1
921,921,23,81,Summer,4.3,Free Shipping,1,1
922,922,8,24,Summer,4.1,Express,1,1
923,923,5,60,Fall,4.2,Standard,1,1
924,924,6,24,Spring,4.2,2-Day Shipping,1,1
925,925,21,78,Winter,3.1,Standard,1,1
926,926,3,88,Winter,4.9,Express,1,1
927,927,3,63,Spring,4.4,Express,1,1
928,928,5,78,Summer,4.4,Standard,1,1
929,929,11,37,Winter,3.4,Store Pickup,1,1
930,930,24,94,Fall,4.5,2-Day Shipping,1,1
931,931,18,78,Fall,4.5,Store Pickup,1,1
932,932,8,36,Winter,4.1,Standard,1,1
933,933,12,24,Winter,3.2,Standard,1,1
934,934,5,84,Spring,2.7,Store Pickup,1,1
935,935,3,47,Spring,3.7,Express,1,1
936,936,16,51,Fall,2.6,Store Pickup,1,1
937,937,10,84,Summer,2.7,Free Shipping,1,1
938,938,7,24,Summer,2.7,Express,1,1
939,939,1,97,Fall,4.8,Free Shipping,1,1
940,940,18,89,Winter,4.8,Next Day Air,1,1
941,941,23,44,Spring,2.6,Store Pickup,1,1
942,942,9,35,Winter,4.5,2-Day Shipping,1,1
943,943,11,91,Winter,3.2,Express,1,1
944,944,20,63,Winter,3.8,Next Day Air,1,1
945,945,23,97,Spring,4.8,Express,1,1
946,946,24,38,Summer,4.1,Store Pickup,1,1
947,947,8,24,Spring,2.8,Next Day Air,1,1
948,948,1,32,Winter,3.9,Store Pickup,1,1
949,949,20,90,Summer,4.9,Express,1,1
950,950,3,36,Summer,3.4,Standard,1,1
951,951,22,37,Winter,4.1,Free Shipping,1,1
952,952,11,51,Summer,2.9,Express,1,1
953,953,20,71,Fall,3.1,2-Day Shipping,1,1
954,954,13,50,Spring,3.6,2-Day Shipping,1,1
955,955,20,74,Fall,3.5,Standard,1,1
956,956,11,75,Summer,3.4,Free Shipping,1,1
957,957,6,99,Spring,2.9,2-Day Shipping,1,1
958,958,19,23,Spring,4.7,Store Pickup,1,1
959,959,5,53,Winter,4.4,Free Shipping,1,1
960,960,12,99,Spring,2.6,Standard,1,1
961,961,17,48,Spring,4.4,Standard,1,1
962,962,24,72,Fall,3.7,Next Day Air,1,1
963,963,13,64,Spring,4.4,Standard,1,1
964,964,24,63,Spring,2.5,2-Day Shipping,1,1
965,965,4,51,Spring,2.6,Next Day Air,1,1
966,966,24,55,Spring,5.0,Store Pickup,1,1
967,967,11,55,Spring,4.9,Express,1,1
968,968,16,26,Summer,3.7,Store Pickup,1,1
969,969,7,67,Summer,3.1,Next Day Air,1,1
970,970,8,31,Fall,3.2,Express,1,1
971,971,3,66,Winter,4.4,Free Shipping,1,1
972,972,13,67,Summer,4.3,Next Day Air,1,1
973,973,5,61,Winter,3.0,Standard,1,1
974,974,15,75,Fall,3.5,2-Day Shipping,1,1
975,975,12,90,Spring,3.6,2-Day Shipping,1,1
976,976,2,40,Summer,3.8,2-Day Shipping,1,1
977,977,18,90,Fall,3.6,Express,1,1
978,978,23,20,Spring,4.6,Express,1,1
979,979,25,40,Summer,2.5,Standard,1,1
980,980,20,33,Fall,3.5,Store Pickup,1,1
981,981,24,98,Spring,4.0,Free Shipping,1,1
982,982,23,42,Spring,3.5,Next Day Air,1,1
983,983,8,62,Summer,3.2,Standard,1,1
984,984,20,45,Winter,3.5,Free Shipping,1,1
985,985,10,78,Summer,3.4,Free Shipping,1,1
986,986,9,80,Fall,5.0,Express,1,1
987,987,19,96,Spring,4.5,Store Pickup,1,1
988,988,9,47,Summer,2.8,Express,1,1
989,989,14,84,Winter,4.9,2-Day Shipping,1,1
990,990,10,31,Spring,3.1,Store Pickup,1,1
991,991,13,63,Spring,4.8,Store Pickup,1,1
992,992,7,97,Spring,2.7,Standard,1,1
993,993,15,99,Winter,4.6,Express,1,1
994,994,4,90,Winter,4.4,Store Pickup,1,1
995,995,10,68,Fall,3.2,Express,1,1
996,996,17,80,Spring,3.0,2-Day Shipping,1,1
997,997,4,91,Summer,4.9,Standard,1,1
998,998,14,30,Spring,3.6,Express,1,1
999,999,10,90,Spring,3.8,Next Day Air,1,1
1000,1000,21,28,Spring,2.9,Standard,1,1
1001,1001,21,46,Winter,3.9,Express,1,1
1002,1002,11,60,Fall,3.6,Standard,1,1
1003,1003,10,59,Spring,3.5,Store Pickup,1,1
1004,1004,20,68,Fall,4.0,Store Pickup,1,1
1005,1005,22,79,Summer,4.8,2-Day Shipping,1,1
1006,1006,22,94,Winter,3.9,Store Pickup,1,1
1007,1007,14,83,Summer,4.5,Next Day Air,1,1
1008,1008,25,62,Spring,4.8,Standard,1,1
1009,1009,19,85,Spring,2.6,Store Pickup,1,1
1010,1010,16,30,Summer,3.1,Express,1,1
1011,1011,3,24,Spring,4.7,2-Day Shipping,1,1
1012,1012,22,25,Spring,2.9,Next Day Air,1,1
1013,1013,4,37,Summer,3.8,Express,1,1
1014,1014,23,69,Summer,3.8,2-Day Shipping,1,1
1015,1015,10,97,Summer,3.0,Standard,1,1
1016,1016,25,24,Summer,4.1,Standard,1,1
1017,1017,23,30,Summer,3.4,Express,1,1
1018,1018,15,53,Fall,2.5,Express,1,1
1019,1019,11,70,Spring,4.9,Next Day Air,1,1
1020,1020,6,76,Winter,2.8,Standard,1,1
1021,1021,19,95,Fall,4.5,Express,1,1
1022,1022,8,51,Winter,4.9,2-Day Shipping,1,1
1023,1023,9,41,Winter,4.9,Store Pickup,1,1
1024,1024,13,71,Winter,3.5,Free Shipping,1,1
1025,1025,18,66,Summer,3.5,Free Shipping,1,1
1026,1026,6,84,Winter,4.9,Free Shipping,1,1
1027,1027,9,95,Winter,3.0,Express,1,1
1028,1028,17,90,Summer,2.8,Next Day Air,1,1
1029,1029,16,36,Summer,3.7,Standard,1,1
1030,1030,25,22,Spring,3.6,2-Day Shipping,1,1
1031,1031,8,89,Winter,3.3,Next Day Air,1,1
1032,1032,4,50,Spring,3.4,Free Shipping,1,1
1033,1033,24,36,Fall,4.0,Free Shipping,1,1
1034,1034,14,52,Spring,4.6,Free Shipping,1,1
1035,1035,21,29,Fall,4.2,Next Day Air,1,1
1036,1036,1,89,Fall,2.8,Express,1,1
1037,1037,9,47,Fall,3.7,2-Day Shipping,1,1
1038,1038,17,25,Spring,3.4,Standard,1,1
1039,1039,14,74,Fall,3.0,Express,1,1
1040,1040,23,46,Fall,4.8,Standard,1,1
1041,1041,3,22,Fall,4.0,Next Day Air,1,1
1042,1042,6,25,Summer,4.9,Next Day Air,1,1
1043,1043,23,80,Spring,4.9,Next Day Air,1,1
1044,1044,3,76,Spring,3.3,2-Day Shipping,1,1
1045,1045,3,30,Summer,4.4,Next Day Air,1,1
1046,1046,2,79,Fall,3.5,2-Day Shipping,1,1
1047,1047,5,22,Winter,4.2,Standard,1,1
1048,1048,21,36,Fall,4.2,Standard,1,1
1049,1049,21,77,Fall,2.7,Standard,1,1
1050,1050,13,33,Fall,2.8,Store Pickup,1,1
1051,1051,5,64,Winter,3.8,Next Day Air,1,1
1052,1052,21,53,Fall,2.6,Free Shipping,1,1
1053,1053,10,36,Fall,3.0,2-Day Shipping,1,1
1054,1054,1,70,Spring,3.3,2-Day Shipping,1,1
1055,1055,7,96,Winter,4.9,Express,1,1
1056,1056,15,27,Spring,3.3,Next Day Air,1,1
1057,1057,2,64,Winter,2.9,2-Day Shipping,1,1
1058,1058,15,23,Spring,4.4,2-Day Shipping,1,1
1059,1059,19,33,Summer,3.1,Next Day Air,1,1
1060,1060,15,34,Winter,2.5,Standard,1,1
1061,1061,2,35,Summer,2.6,Next Day Air,1,1
1062,1062,8,62,Summer,4.4,Free Shipping,1,1
1063,1063,24,75,Fall,2.6,Next Day Air,1,1
