,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Avg_no_of_yearly_purchases,Aggregate,Depandancy_Score,aggval,Value,Satisfaction_flag,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
912,913,24,Male,Hoodie,Clothing,56.0,Arkansas,M,Green,Winter,3.4,1,Next Day Air,1,1,32.0,Bank Transfer,Monthly,12.0,0.8145581236879391,51.728884055333914,-1.1854418763120609,58.523107132217575,Average,3,4,3,343,Loyal Customer
913,914,37,Male,Sneakers,Footwear,47.0,Utah,M,Yellow,Fall,2.6,1,Next Day Air,1,1,29.0,Cash,Every 3 Months,4.0,0.01792877119814229,59.64296455439475,-1.9820712288018578,65.49891313707779,Average,2,3,2,232,Need Attention
914,915,43,Male,Dress,Clothing,67.0,Washington,L,Purple,Summer,4.1,1,Standard,1,1,27.0,Venmo,Every 3 Months,4.0,0.7239857637591234,52.62867132180391,-1.2760142362408766,59.31621776803724,Good,2,3,3,233,At Risk
915,916,31,Male,Dress,Clothing,22.0,Rhode Island,L,Purple,Winter,2.9,1,Store Pickup,1,1,33.0,Credit Card,Fortnightly,28.0,-0.13404470142732572,61.1527385695258,-2.134044701427326,66.82969194858761,Average,3,4,1,341,Loyal Customer
916,917,49,Male,Jeans,Clothing,34.0,Illinois,S,Blue,Spring,2.7,1,Standard,1,1,16.0,Venmo,Monthly,12.0,-1.222032309280199,71.96130529333173,-3.2220323092801992,76.35682080010804,Average,3,2,1,321,Promising
917,918,69,Male,Sweater,Clothing,64.0,Missouri,M,Maroon,Spring,3.7,1,Standard,1,1,11.0,Bank Transfer,Quarterly,3.0,-0.536434506978381,65.15026301822891,-2.536434506978381,70.35327944016643,Average,1,2,3,123,Need Attention
918,919,65,Male,Shorts,Clothing,42.0,North Carolina,M,Orange,Spring,4.3,1,2-Day Shipping,1,1,11.0,Cash,Fortnightly,28.0,-0.8125236881532226,67.89305927336122,-2.8125236881532225,72.7708963179491,Good,3,2,2,322,Promising
919,920,41,Male,Shirt,Clothing,82.0,Massachusetts,L,Green,Winter,2.6,1,2-Day Shipping,1,1,17.0,Debit Card,Bi-Weekly,114.0,3.5377395777836314,24.67555345195409,1.5377395777836314,34.6771548327785,Average,5,2,4,524,Potential Loyalist
920,921,37,Male,Belt,Accessories,81.0,Arkansas,XL,Gold,Summer,4.3,1,Free Shipping,1,1,37.0,Cash,Weekly,57.0,3.3915007996765745,26.128356387731387,1.3915007996765745,35.95771692012099,Good,4,4,4,444,Champion
921,922,70,Male,Coat,Outerwear,24.0,South Dakota,L,Silver,Summer,4.1,1,Express,1,1,18.0,PayPal,Weekly,57.0,-0.3306635635415158,63.10604031210173,-2.330663563541516,68.5514148988131,Good,4,2,1,421,Potential Loyalist
922,923,63,Male,Sneakers,Footwear,60.0,Georgia,M,Cyan,Fall,4.2,1,Standard,1,1,13.0,Credit Card,Monthly,12.0,-0.331848938536661,63.11781636969216,-2.3318489385366608,68.56179481512335,Good,3,2,3,323,Promising
923,924,55,Male,Shirt,Clothing,24.0,Arkansas,M,Silver,Spring,4.2,1,2-Day Shipping,1,1,7.0,PayPal,Weekly,57.0,-1.0921583521492988,70.67107797713616,-3.0921583521492986,75.21955975493421,Good,4,1,1,411,Recent Customer
924,925,52,Male,Socks,Clothing,78.0,Kansas,XL,Beige,Winter,3.1,1,Standard,1,1,37.0,Cash,Quarterly,3.0,1.8546196794373286,41.396436662511356,-0.14538032056267136,49.41565004022724,Average,1,4,4,144,At Risk
925,926,22,Male,Jeans,Clothing,88.0,Arizona,L,Teal,Winter,4.9,1,Express,1,1,8.0,Cash,Monthly,12.0,0.5043318933271561,54.81081337707187,-1.4956681066728439,61.239650269690806,Good,3,1,5,315,Need Attention
926,927,54,Male,Jeans,Clothing,63.0,Massachusetts,XL,Green,Spring,4.4,1,Express,1,1,11.0,Cash,Bi-Weekly,114.0,2.3200937230323824,36.772204527803765,0.32009372303238237,45.33965583003584,Good,5,2,3,523,Potential Loyalist
927,928,28,Male,Sneakers,Footwear,78.0,New Mexico,L,Black,Summer,4.4,1,Standard,1,1,8.0,Venmo,Bi-Weekly,114.0,2.7457962690066022,32.54308064859261,0.7457962690066022,41.61192678363557,Good,5,1,4,514,Recent Customer
928,929,67,Male,Dress,Clothing,37.0,Arkansas,XL,Yellow,Winter,3.4,1,Store Pickup,1,1,31.0,Cash,Every 3 Months,4.0,-0.2658729261180044,62.46238047386886,-2.2658729261180044,67.98406583467798,Average,2,4,2,242,Need Attention
929,930,59,Male,Boots,Footwear,94.0,Nebraska,M,White,Fall,4.5,1,2-Day Shipping,1,1,26.0,Debit Card,Fortnightly,28.0,2.421605831585075,35.76373679283451,0.42160583158507503,44.45074962265758,Good,3,3,5,335,Promising
930,931,26,Male,T-shirt,Clothing,78.0,Hawaii,L,Green,Fall,4.5,1,Store Pickup,1,1,20.0,Credit Card,Bi-Weekly,114.0,3.576517856578729,24.29031228673685,1.5765178565787288,34.33758694059434,Good,5,2,4,524,Potential Loyalist
931,932,24,Male,Coat,Outerwear,36.0,Nebraska,M,Silver,Winter,4.1,1,Standard,1,1,24.0,Bank Transfer,Fortnightly,28.0,-0.1659284787636527,61.4694866025542,-2.165928478763653,67.108887090852,Good,3,3,2,332,Promising
932,933,62,Male,Skirt,Clothing,24.0,Indiana,L,Blue,Winter,3.2,1,Standard,1,1,45.0,Debit Card,Bi-Weekly,114.0,3.0270092363652203,29.74938235703439,1.0270092363652203,39.14944269336985,Average,5,5,1,551,Loyal Customer
933,934,70,Male,Sneakers,Footwear,84.0,Colorado,M,Magenta,Spring,2.7,1,Store Pickup,1,1,33.0,Debit Card,Monthly,12.0,2.0660997493378197,39.29549688178574,0.0660997493378197,47.5637926652644,Average,3,4,4,344,Loyal Customer
934,935,45,Male,Jeans,Clothing,47.0,Oregon,S,Yellow,Spring,3.7,1,Express,1,1,21.0,Bank Transfer,Monthly,12.0,-0.3269664306401947,63.06931130217342,-2.3269664306401947,68.51904039263503,Average,3,3,2,332,Promising
935,936,58,Male,Hoodie,Clothing,51.0,Ohio,L,White,Fall,2.6,1,Store Pickup,1,1,2.0,Bank Transfer,Fortnightly,28.0,-1.0555351131119668,70.30724596294799,-3.055535113111967,74.89886279593367,Average,3,1,2,312,Need Attention
936,937,31,Male,Shoes,Footwear,84.0,Maine,M,Pink,Summer,2.7,1,Free Shipping,1,1,28.0,Cash,Weekly,57.0,2.89513619757093,31.059469465188183,0.8951361975709302,40.304209000969784,Average,4,3,4,434,Potential Loyalist
937,938,32,Male,Shorts,Clothing,24.0,Iowa,M,Magenta,Summer,2.7,1,Express,1,1,18.0,Venmo,Quarterly,3.0,-1.7408680952073117,77.11565739294667,-3.7408680952073117,80.90008521748724,Average,1,2,1,121,Hibernating
938,939,36,Male,Blouse,Clothing,97.0,Wisconsin,S,Teal,Fall,4.8,1,Free Shipping,1,1,21.0,Debit Card,Fortnightly,28.0,2.202148425336806,37.94392708300605,0.202148425336806,46.37246175582598,Good,3,3,5,335,Promising
939,940,25,Male,T-shirt,Clothing,89.0,New York,L,Indigo,Winter,4.8,1,Next Day Air,1,1,24.0,Credit Card,Monthly,12.0,1.6541862062811419,43.387634496619185,-0.3458137937188581,51.17077621182513,Good,3,3,5,335,Promising
940,941,48,Male,Belt,Accessories,44.0,Colorado,S,Maroon,Spring,2.6,1,Store Pickup,1,1,15.0,PayPal,Every 3 Months,4.0,-1.0779230028761226,70.52965750382816,-3.0779230028761226,75.09490575539134,Average,2,2,2,222,About to Sleep
941,942,39,Male,Handbag,Accessories,35.0,Illinois,L,Black,Winter,4.5,1,2-Day Shipping,1,1,38.0,PayPal,Every 3 Months,4.0,0.13426360758343603,58.48724105874301,-1.865736392416564,64.48020946052534,Good,2,4,1,241,Need Attention
942,943,26,Male,Dress,Clothing,91.0,Arizona,M,Cyan,Winter,3.2,1,Express,1,1,38.0,PayPal,Bi-Weekly,114.0,5.3715321217552034,6.457819236901464,3.3715321217552034,18.619271703160013,Average,5,4,5,545,Champion
943,944,32,Male,Hat,Accessories,63.0,Oklahoma,L,Cyan,Winter,3.8,1,Next Day Air,1,1,13.0,Venmo,Fortnightly,28.0,0.21266602978961768,57.70835552217346,-1.7873339702103823,63.7936667340841,Average,3,2,3,323,Promising
944,945,54,Male,Belt,Accessories,97.0,Indiana,S,Gray,Spring,4.8,1,Express,1,1,39.0,Cash,Bi-Weekly,114.0,5.694112097866449,3.2531621522101033,3.694112097866449,15.794551113375674,Good,5,4,5,545,Champion
945,946,38,Male,Boots,Footwear,38.0,Minnesota,M,Violet,Summer,4.1,1,Store Pickup,1,1,8.0,Venmo,Every 3 Months,4.0,-1.8158637727734308,77.86069876944738,-3.815863772773431,81.5567962666963,Good,2,1,2,212,About to Sleep
946,947,46,Male,Coat,Outerwear,24.0,Pennsylvania,XL,Blue,Spring,2.8,1,Next Day Air,1,1,4.0,PayPal,Quarterly,3.0,-2.7100432807081263,86.74388714844505,-4.710043280708126,89.38681503436867,Average,1,1,1,111,Hibernating
947,948,57,Male,Blouse,Clothing,32.0,Indiana,M,Charcoal,Winter,3.9,1,Store Pickup,1,1,6.0,Cash,Every 3 Months,4.0,-2.2076705478490193,81.75308655096005,-4.20767054784902,84.98771184340073,Average,2,1,1,211,About to Sleep
948,949,49,Male,Hat,Accessories,90.0,Alabama,L,Olive,Summer,4.9,1,Express,1,1,11.0,Venmo,Every 3 Months,4.0,0.5875441593927406,53.98414465077642,-1.4124558406072594,60.510989414446,Good,2,2,5,225,About to Sleep
949,950,33,Male,Jeans,Clothing,36.0,Montana,M,Olive,Summer,3.4,1,Standard,1,1,49.0,Venmo,Monthly,12.0,1.1469031155921163,48.42721683560506,-0.8530968844078837,55.6128776974566,Average,3,5,2,352,Loyal Customer
950,951,54,Male,Backpack,Accessories,37.0,New Mexico,XL,Turquoise,Winter,4.1,1,Free Shipping,1,1,30.0,PayPal,Quarterly,3.0,-0.36121462381690006,63.40954852403915,-2.3612146238169,68.81893990157353,Good,1,3,2,132,Need Attention
951,952,47,Male,Dress,Clothing,51.0,Alaska,M,Cyan,Summer,2.9,1,Express,1,1,34.0,Bank Transfer,Monthly,12.0,0.7418840739942099,52.45086131824965,-1.2581159260057901,59.15948849409756,Average,3,4,2,342,Loyal Customer
952,953,36,Male,Hat,Accessories,71.0,Idaho,S,Red,Fall,3.1,1,2-Day Shipping,1,1,28.0,PayPal,Monthly,12.0,1.1710338706978154,48.18749087294405,-0.8289661293021846,55.401573072737406,Average,3,3,4,334,Promising
953,954,68,Male,Sunglasses,Accessories,50.0,Utah,S,Cyan,Spring,3.6,1,2-Day Shipping,1,1,36.0,Venmo,Quarterly,3.0,0.6030780537874482,53.82982383605952,-1.3969219462125517,60.374964507180415,Average,1,4,2,142,Need Attention
954,955,60,Male,Hat,Accessories,74.0,Louisiana,S,Turquoise,Fall,3.5,1,Standard,1,1,18.0,Credit Card,Every 3 Months,4.0,0.39652327975141244,55.88183347401401,-1.6034767202485876,62.1836927803099,Average,2,2,4,224,About to Sleep
955,956,55,Male,Dress,Clothing,75.0,Mississippi,L,Lavender,Summer,3.4,1,Free Shipping,1,1,4.0,PayPal,Monthly,12.0,-0.3215071863485043,63.01507667140888,-2.321507186348504,68.4712356902437,Average,3,1,4,314,Need Attention
956,957,29,Male,Shirt,Clothing,99.0,Mississippi,XL,Cyan,Spring,2.9,1,2-Day Shipping,1,1,42.0,Debit Card,Quarterly,3.0,3.0874897942732007,29.148540820859637,1.0874897942732007,38.61983549560193,Average,1,5,5,155,At Risk
957,958,38,Male,Scarf,Accessories,23.0,Indiana,XL,Violet,Spring,4.7,1,Store Pickup,1,1,11.0,Cash,Quarterly,3.0,-2.2676812174822025,82.34926000200751,-4.2676812174822025,85.513204393072,Good,1,2,1,121,Hibernating
958,959,70,Male,Sneakers,Footwear,53.0,Washington,XL,Beige,Winter,4.4,1,Free Shipping,1,1,31.0,Credit Card,Bi-Weekly,114.0,3.2823744070744256,27.212467904494243,1.2823744070744256,36.913298763074174,Good,5,4,3,543,Loyal Customer
959,960,36,Male,Skirt,Clothing,99.0,Nevada,M,Cyan,Spring,2.6,1,Standard,1,1,12.0,Cash,Fortnightly,28.0,1.6635582937066782,43.29452789177453,-0.3364417062933218,51.08870810381882,Average,3,2,5,325,Promising
960,961,18,Male,Jewelry,Accessories,48.0,Louisiana,XL,Indigo,Spring,4.4,1,Standard,1,1,20.0,Venmo,Quarterly,3.0,-0.5890017886910212,65.67249044782389,-2.589001788691021,70.81359283219012,Good,1,2,2,122,Hibernating
961,962,62,Male,Boots,Footwear,72.0,Pennsylvania,L,Olive,Fall,3.7,1,Next Day Air,1,1,37.0,Debit Card,Quarterly,3.0,1.6012665022904278,43.91336305038139,-0.3987334977095722,51.634175643091474,Average,1,4,4,144,At Risk
962,963,29,Male,Sunglasses,Accessories,64.0,Michigan,L,Green,Spring,4.4,1,Standard,1,1,26.0,Debit Card,Fortnightly,28.0,1.1548399458505716,48.34836873218472,-0.8451600541494284,55.54337763697872,Good,3,3,3,333,Promising
963,964,21,Male,Boots,Footwear,63.0,South Carolina,L,Green,Spring,2.5,1,2-Day Shipping,1,1,14.0,Credit Card,Weekly,57.0,1.039224892055963,49.496941578231706,-0.960775107944037,56.555778427876014,Poor,4,2,3,423,Potential Loyalist
964,965,42,Male,Sandals,Footwear,51.0,Arizona,M,Beige,Spring,2.6,1,Next Day Air,1,1,12.0,Venmo,Bi-Weekly,114.0,1.8826141677029247,41.11832660672254,-0.11738583229707533,49.17051204884419,Average,5,2,2,522,Potential Loyalist
965,966,43,Male,Boots,Footwear,55.0,Delaware,L,Black,Spring,5.0,1,Store Pickup,1,1,10.0,Credit Card,Annually,1.0,-1.0379208691321793,70.13225800355325,-3.0379208691321793,74.74462099133378,Good,1,1,3,113,Lost
966,967,58,Male,Dress,Clothing,55.0,Kentucky,M,Brown,Spring,4.9,1,Express,1,1,19.0,Cash,Annually,1.0,-0.4148796784530844,63.94268173216143,-2.4148796784530844,69.28886610905286,Good,1,2,3,123,Need Attention
967,968,27,Male,Hoodie,Clothing,26.0,Georgia,S,Silver,Summer,3.7,1,Store Pickup,1,1,4.0,Cash,Weekly,57.0,-1.2153876899933638,71.89529460497675,-3.2153876899933636,76.29863618140645,Average,4,1,1,411,Recent Customer
968,969,57,Male,Shorts,Clothing,67.0,North Carolina,L,Gray,Summer,3.1,1,Next Day Air,1,1,48.0,Bank Transfer,Quarterly,3.0,2.1516336432757934,38.44576404190532,0.15163364327579343,46.814802122690544,Average,1,5,3,153,At Risk
969,970,40,Male,Coat,Outerwear,31.000000000000004,California,S,Pink,Fall,3.2,1,Express,1,1,37.0,PayPal,Monthly,12.0,0.10505388039757257,58.77742385401918,-1.8949461196024275,64.73598887621802,Average,3,4,1,341,Loyal Customer
970,971,45,Male,Jeans,Clothing,66.0,California,S,Maroon,Winter,4.4,1,Free Shipping,1,1,4.0,Cash,Monthly,12.0,-0.7015369520688552,66.79046625321394,-2.7015369520688552,71.79902409454004,Good,3,1,3,313,Need Attention
971,972,47,Male,Sunglasses,Accessories,67.0,Indiana,M,Cyan,Summer,4.3,1,Next Day Air,1,1,15.0,Credit Card,Weekly,57.0,1.2773538091182406,47.1312599561637,-0.7226461908817594,54.47056637237977,Good,4,2,3,423,Potential Loyalist
972,973,61,Male,Sneakers,Footwear,61.0,Colorado,L,Gold,Winter,3.0,1,Standard,1,1,33.0,Credit Card,Weekly,57.0,2.27008301332953,37.26903380125011,0.27008301332953,45.777582210682155,Average,4,4,3,443,Loyal Customer
973,974,60,Male,Jacket,Outerwear,75.0,Colorado,M,Teal,Fall,3.5,1,2-Day Shipping,1,1,30.0,Bank Transfer,Quarterly,3.0,1.2433554981134711,47.46901473419556,-0.7566445018865289,54.76827775010007,Average,1,3,4,134,At Risk
974,975,69,Male,Skirt,Clothing,90.0,North Carolina,M,Beige,Spring,3.6,1,2-Day Shipping,1,1,23.0,Bank Transfer,Monthly,12.0,1.6271849368412814,43.65587746212882,-0.3728150631587186,51.4072169316012,Average,3,3,5,335,Promising
975,976,58,Male,Sweater,Clothing,40.0,Washington,M,Olive,Summer,3.8,1,2-Day Shipping,1,1,2.0,Bank Transfer,Weekly,57.0,-0.762683874579283,67.39792776025595,-2.7626838745792828,72.33446641523011,Average,4,1,2,412,Recent Customer
976,977,34,Male,T-shirt,Clothing,90.0,Florida,M,Gray,Fall,3.6,1,Express,1,1,50.0,Credit Card,Every 3 Months,4.0,3.2873893190021524,27.162647474745217,1.2873893190021524,36.86938492456201,Average,2,5,5,255,At Risk
977,978,20,Male,Belt,Accessories,20.0,Washington,M,Black,Spring,4.6,1,Express,1,1,34.0,Cash,Bi-Weekly,114.0,2.0966123296595036,38.99237094731553,0.09661232965950362,47.29660461806712,Good,5,4,1,541,Loyal Customer
978,979,56,Male,Gloves,Accessories,40.0,Colorado,M,Turquoise,Summer,2.5,1,Standard,1,1,33.0,Credit Card,Weekly,57.0,1.3833468933153776,46.07827615879525,-0.6166531066846224,53.542421820706956,Poor,4,4,2,442,Loyal Customer
979,980,64,Male,Hat,Accessories,33.0,New Hampshire,S,Brown,Fall,3.5,1,Store Pickup,1,1,34.0,Debit Card,Monthly,12.0,-0.018175457446492294,60.00164048185977,-2.0181754574464925,65.81506530269024,Average,3,4,1,341,Loyal Customer
980,981,56,Male,Boots,Footwear,98.0,Maryland,S,Magenta,Spring,4.0,1,Free Shipping,1,1,39.0,PayPal,Every 3 Months,4.0,2.8636987665902374,31.37178328928627,0.8636987665902374,40.57949564353083,Good,2,4,5,245,At Risk
981,982,27,Male,Belt,Accessories,42.0,Maryland,M,Silver,Spring,3.5,1,Next Day Air,1,1,47.0,Credit Card,Quarterly,3.0,1.0267686061993633,49.62068802151847,-0.9732313938006367,56.6648537882116,Average,1,5,2,152,Need Attention
982,983,35,Male,Coat,Outerwear,62.0,Texas,S,Red,Summer,3.2,1,Standard,1,1,37.0,PayPal,Monthly,12.0,1.4140452956565595,45.7733041833573,-0.5859547043434405,53.273606594752835,Average,3,4,3,343,Loyal Customer
983,984,24,Male,Hat,Accessories,45.0,New Mexico,L,Indigo,Winter,3.5,1,Free Shipping,1,1,40.0,Venmo,Bi-Weekly,114.0,3.5676113615576535,24.37879348359581,1.5676113615576535,34.415578017945556,Average,5,4,2,542,Loyal Customer
984,985,26,Male,Shoes,Footwear,78.0,Utah,M,Green,Summer,3.4,1,Free Shipping,1,1,8.0,Credit Card,Bi-Weekly,114.0,2.7457962690066022,32.54308064859261,0.7457962690066022,41.61192678363557,Average,5,1,4,514,Recent Customer
985,986,32,Male,Handbag,Accessories,80.0,West Virginia,M,Gray,Fall,5.0,1,Express,1,1,12.0,Bank Transfer,Annually,1.0,0.15617096690859467,58.26960332711879,-1.8438290330914053,64.28837433889262,Good,1,2,4,124,Need Attention
986,987,54,Male,Scarf,Accessories,96.0,Connecticut,S,Peach,Spring,4.5,1,Store Pickup,1,1,36.0,Bank Transfer,Monthly,12.0,2.7804865005246526,32.19845201558172,0.7804865005246526,41.30815649877564,Good,3,4,5,345,Loyal Customer
987,988,62,Male,Handbag,Accessories,47.0,West Virginia,M,Charcoal,Summer,2.8,1,Express,1,1,48.0,PayPal,Weekly,57.0,2.7173275844519207,32.825901587293835,0.7173275844519207,41.861217146897154,Average,4,5,2,452,Loyal Customer
988,989,50,Male,Pants,Clothing,84.0,Ohio,M,Orange,Winter,4.9,1,2-Day Shipping,1,1,47.0,PayPal,Fortnightly,28.0,3.4531133145914623,25.51626947270367,1.4531133145914623,35.41819756877582,Good,3,5,4,354,Loyal Customer
989,990,70,Male,Shoes,Footwear,31.000000000000004,Texas,M,Beige,Spring,3.1,1,Store Pickup,1,1,2.0,Bank Transfer,Monthly,12.0,-2.317884083354464,82.84799824276513,-4.317884083354464,85.9528134184216,Average,3,1,1,311,Lost
990,991,48,Male,Sunglasses,Accessories,63.0,Washington,S,Yellow,Spring,4.8,1,Store Pickup,1,1,24.0,Cash,Weekly,57.0,1.731492881699402,42.61963461001858,-0.26850711830059804,50.493828558675006,Good,4,3,3,433,Potential Loyalist
991,992,20,Male,Shorts,Clothing,97.0,Wisconsin,XL,White,Spring,2.7,1,Standard,1,1,40.0,Bank Transfer,Bi-Weekly,114.0,5.763338896830793,2.5654314553887887,3.763338896830793,15.18835612645557,Average,5,4,5,545,Champion
992,993,46,Male,Jacket,Outerwear,99.0,Louisiana,M,Gray,Winter,4.6,1,Express,1,1,50.0,Debit Card,Weekly,57.0,5.051508717653748,9.637078165444187,3.051508717653748,21.42160528156696,Good,4,5,5,455,Champion
993,994,51,Male,Sandals,Footwear,90.0,Iowa,M,Peach,Winter,4.4,1,Store Pickup,1,1,25.0,Cash,Weekly,57.0,2.9408089778247994,30.60573516778208,0.9408089778247994,39.90426835886586,Good,4,3,5,435,Potential Loyalist
994,995,53,Male,Shoes,Footwear,68.0,New York,L,Violet,Fall,3.2,1,Express,1,1,20.0,Debit Card,Monthly,12.0,0.49054289040961385,54.94779964144958,-1.5094571095903861,61.36039576953034,Average,3,2,3,323,Promising
995,996,44,Male,Jewelry,Accessories,80.0,Idaho,M,Magenta,Spring,3.0,1,2-Day Shipping,1,1,10.0,Venmo,Weekly,57.0,1.4801516981148062,45.116572933218514,-0.5198483018851938,52.694735834107775,Average,4,1,4,414,Recent Customer
996,997,29,Male,Sandals,Footwear,91.0,Delaware,L,Maroon,Summer,4.9,1,Standard,1,1,32.0,Bank Transfer,Quarterly,3.0,2.057417568433894,39.38174963956616,0.057417568433893784,47.639819501955266,Good,1,4,5,145,At Risk
997,998,64,Male,Pants,Clothing,30.0,Kentucky,M,Cyan,Spring,3.6,1,Express,1,1,31.0,Cash,Fortnightly,28.0,0.06530593683985397,59.17229811267505,-1.934694063160146,65.08404778527552,Average,3,4,1,341,Loyal Customer
998,999,51,Male,Shoes,Footwear,90.0,Connecticut,M,White,Spring,3.8,1,Next Day Air,1,1,48.0,Bank Transfer,Bi-Weekly,114.0,6.02157458187416,0.0,4.02157458187416,12.927076101103022,Average,5,5,5,555,Champion
999,1000,50,Male,Socks,Clothing,28.0,New Mexico,L,Brown,Spring,2.9,1,Standard,1,1,23.0,Debit Card,Monthly,12.0,-0.9907978936766926,69.66411680345259,-2.9907978936766924,74.33198149453156,Average,3,3,1,331,Promising
1000,1001,43,Male,Socks,Clothing,46.0,Georgia,M,Red,Winter,3.9,1,Express,1,1,1.0,Bank Transfer,Bi-Weekly,114.0,0.9099917314727244,50.78080292831535,-1.0900082685272756,57.68742824068551,Average,5,1,2,512,Recent Customer
1001,1002,61,Male,Dress,Clothing,60.0,Washington,M,Orange,Fall,3.6,1,Standard,1,1,4.0,Debit Card,Fortnightly,28.0,-0.5370517494629278,65.1563949875003,-2.5370517494629277,70.35868441779712,Average,3,1,3,313,Need Attention
1002,1003,55,Male,Shoes,Footwear,59.0,North Dakota,M,White,Spring,3.5,1,Store Pickup,1,1,3.0,Bank Transfer,Bi-Weekly,114.0,1.5973772132196973,43.952001027620966,-0.4026227867803027,51.6682327939728,Average,5,1,3,513,Recent Customer
1003,1004,56,Male,Hat,Accessories,68.0,Ohio,M,Green,Fall,4.0,1,Store Pickup,1,1,3.0,Cash,Bi-Weekly,114.0,1.9774069789400484,40.1766114458159,-0.022593021059951646,48.34044438967646,Good,5,1,3,513,Recent Customer
1004,1005,33,Male,Backpack,Accessories,79.0,Tennessee,M,Black,Summer,4.8,1,2-Day Shipping,1,1,44.0,Cash,Annually,1.0,2.3292030042431158,36.681708760148446,0.32920300424311577,45.259889024593384,Good,1,5,4,154,At Risk
1005,1006,43,Male,Backpack,Accessories,94.0,New York,M,Gold,Winter,3.9,1,Store Pickup,1,1,5.0,Debit Card,Bi-Weekly,114.0,3.213724344505306,27.894469038069765,1.213724344505306,37.514443470091265,Average,5,1,5,515,Recent Customer
1006,1007,21,Male,Pants,Clothing,83.0,Michigan,S,Lavender,Summer,4.5,1,Next Day Air,1,1,50.0,Venmo,Quarterly,3.0,2.9656957135962165,30.358498947275912,0.9656957135962165,39.68634387454572,Good,1,5,4,154,At Risk
1007,1008,58,Male,Gloves,Accessories,62.0,Georgia,XL,Turquoise,Spring,4.8,1,Standard,1,1,2.0,Credit Card,Annually,1.0,-1.2961565541755462,72.69768945894204,-3.296156554175546,77.00590101668632,Good,1,1,3,113,Lost
1008,1009,41,Male,Scarf,Accessories,85.0,New Mexico,M,Pink,Spring,2.6,1,Store Pickup,1,1,29.0,PayPal,Annually,1.0,1.544154196924858,44.480742824598096,-0.455845803075142,52.1342882255307,Average,1,3,5,135,At Risk
1009,1010,39,Male,Hoodie,Clothing,30.0,Louisiana,M,Silver,Summer,3.1,1,Express,1,1,11.0,Venmo,Annually,1.0,-2.024332308279922,79.93172058952378,-4.024332308279922,83.38228268301464,Average,1,2,1,121,Hibernating
1010,1011,54,Male,Jeans,Clothing,24.0,South Dakota,XL,Gray,Spring,4.7,1,2-Day Shipping,1,1,37.0,Credit Card,Fortnightly,28.0,0.22731355347901672,57.5628403196172,-1.7726864465209833,63.66540346661912,Good,3,4,1,341,Loyal Customer
1011,1012,43,Male,Backpack,Accessories,25.0,Montana,L,Indigo,Spring,2.9,1,Next Day Air,1,1,32.0,Debit Card,Fortnightly,28.0,-0.07659491181821954,60.5820060724121,-2.0765949118182196,66.3266241340756,Average,3,4,1,341,Loyal Customer
1012,1013,28,Male,Sandals,Footwear,37.0,New Mexico,L,Teal,Summer,3.8,1,Express,1,1,27.0,Credit Card,Annually,1.0,-0.6211248181790353,65.99161532120105,-2.621124818179035,71.09488302228473,Average,1,3,2,132,Need Attention
1013,1014,59,Male,Belt,Accessories,69.0,South Carolina,XL,Green,Summer,3.8,1,2-Day Shipping,1,1,31.0,Venmo,Bi-Weekly,114.0,3.9579828794661607,20.50066420350747,1.9579828794661607,30.99723048876956,Average,5,4,4,544,Champion
1014,1015,28,Male,Shoes,Footwear,97.0,Ohio,M,Violet,Summer,3.0,1,Standard,1,1,36.0,Debit Card,Fortnightly,28.0,3.2405504098019646,27.627966630686355,1.2405504098019646,37.27953695202444,Average,3,4,5,345,Loyal Customer
1015,1016,68,Male,Gloves,Accessories,24.0,North Carolina,M,Cyan,Summer,4.1,1,Standard,1,1,34.0,Cash,Weekly,57.0,0.7769652198879864,52.102349162960714,-1.2230347801120136,58.852295108091454,Good,4,4,1,441,Loyal Customer
1016,1017,20,Male,Belt,Accessories,30.0,Idaho,XL,Blue,Summer,3.4,1,Express,1,1,15.0,Bank Transfer,Every 3 Months,4.0,-1.669080416218891,76.40248574219159,-3.669080416218891,80.27146549540788,Average,2,2,1,221,About to Sleep
1017,1018,21,Male,Jacket,Outerwear,53.0,Oklahoma,L,Orange,Fall,2.5,1,Express,1,1,14.0,Credit Card,Annually,1.0,-0.8454647323237708,68.22031067889135,-2.8454647323237707,73.05934957794145,Poor,1,2,3,123,Need Attention
1018,1019,50,Male,Dress,Clothing,70.0,Georgia,XL,Charcoal,Spring,4.9,1,Next Day Air,1,1,46.0,Cash,Weekly,57.0,3.550061165586352,24.553145160767976,1.550061165586352,34.56925897642448,Good,4,5,4,454,Champion
1019,1020,32,Male,Shirt,Clothing,76.0,Kentucky,S,Beige,Winter,2.8,1,Standard,1,1,33.0,Venmo,Bi-Weekly,114.0,4.392015184066233,16.188788690683122,2.392015184066233,27.196560644921085,Average,5,4,4,544,Champion
1020,1021,24,Male,Scarf,Accessories,95.0,Delaware,M,Black,Fall,4.5,1,Express,1,1,41.0,Debit Card,Annually,1.0,2.797131079741819,32.03309714962561,0.7971310797418192,41.16240571104909,Good,1,5,5,155,At Risk
